No,Nama Lengkap,Prodi,Jenis Kelamin,Jarak Tempat Tinggal kesekolah(Km),Asal Sekolah,Tahun Lulus,SKS,Ikut Organisasi,Ikut UKM,IPK,Pekerjaan Orang Tua,Penghasilan,Tanggungan,Status Beasiswa,Status_KIP,Status_PKH
480.0,ALDI SETIADI,S1 Farmasi | Reguler,L,Dekat,SMK N 7 BANDARLAMPUNG,2020.0,24.0,Tidak,Ikut,3.21,Sudah Meninggal,Tinggi,3.0,Tidak,Ya,Ya
481.0,DIAN ANGGRAINI,S1 Farmasi | Reguler,P,Dekat,SMK WIDYA YAHYA GADINGREJO,2020.0,24.0,Tidak,Ikut,2.95,Pensiunan,Sedang,2.0,Tidak,Ya,Tidak
482.0,MUHAMMAD FAJRI IKHSAN,S1 Farmasi | Reguler,L,Jauh,SMA NEGERI 1 MUARADUA,2020.0,24.0,Tidak,Ikut,2.93,Sudah Meninggal,Sedang,3.0,Tidak,Ya,Ya
483.0,NANDA ROMADHON,S1 Farmasi | Reguler,L,Dekat,SMA N 1 BUMI AGUNG,2020.0,24.0,Tidak,Ikut,2.97,Petani,Tinggi,2.0,Tidak,Tidak,Tidak
484.0,DAHLIA ANGGRAINI,S1 Farmasi | Reguler,P,Jauh,SMAS TMI ROUDLATUL QUR'AN METRO,2020.0,24.0,Tidak,Ikut,2.93,Wiraswasta,Tinggi,1.0,Tidak,Tidak,Ya
485.0,DESTI MAYA SAFITRI,S1 Farmasi | Reguler,P,Dekat,MAN 1 PESAWARAN,2020.0,24.0,Tidak,Ikut,3.29,Petani,Tinggi,1.0,Tidak,Tidak,Tidak
486.0,M. REZA PAHLEPI,S1 Farmasi | Reguler,L,Jauh,SMA NEGERI 1 BLAMBANGAN UMPU,2020.0,24.0,Ikut,Ikut,3.56,Wiraswasta,Sedang,3.0,Tidak,Ya,Tidak
487.0,ADINDA RIZKI HEVEANA,S1 Farmasi | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2020.0,24.0,Ikut,Ikut,3.7,Wiraswasta,Tinggi,2.0,Tidak,Tidak,Ya
488.0,NESYA TIARA PUTRI,S1 Farmasi | Reguler,P,Dekat,SMA N 2 PADANG CERMIN,2020.0,24.0,Tidak,Ikut,3.36,PNS,Sedang,2.0,Tidak,Tidak,Ya
489.0,NOVELYA MARCELLINA,S1 Farmasi | Reguler,P,Dekat,SMA N 1 ULU BELU,2020.0,24.0,Tidak,Ikut,3.2,Pensiunan,Sedang,2.0,Tidak,Tidak,Ya
490.0,MUHAMMAD ALVIN,S1 Farmasi | Reguler,L,Dekat,SMAN 1 TALANGPADANG,2020.0,24.0,Tidak,Ikut,3.53,Petani,Sedang,2.0,Tidak,Ya,Ya
491.0,DWI RAHMA AULIA,S1 Farmasi | Reguler,P,Dekat,SMA N 7 BANDAR LAMPUNG,2020.0,24.0,Tidak,Ikut,3.42,Wiraswasta,Tinggi,2.0,Tidak,Ya,Ya
492.0,ANISA DWI AGUSTIN,S1 Farmasi | Reguler,P,Dekat,SMA NEGERI 1 GEDONG TATAAN,2020.0,24.0,Tidak,Ikut,3.32,Karyawan Swasta,Tinggi,1.0,Tidak,Ya,Ya
493.0,ANA KUSMEIKA YANTI,S1 Farmasi | Reguler,P,Jauh,SMK YP 96 BUKIT KEMUNING,2020.0,24.0,Tidak,Ikut,3.62,PNS,Tinggi,2.0,Tidak,Tidak,Ya
494.0,M MIFTAH ARBAIN,S1 Farmasi | Reguler,L,Jauh,SMK NEGERI 7 BANDAR LAMPUNG,2020.0,24.0,Tidak,Ikut,3.24,Wiraswasta,Tinggi,2.0,Tidak,Ya,Tidak
495.0,KANDA BAYU SALBA,S1 Farmasi | Reguler,L,Jauh,SMA N 1 SUNGKAI UTARA,2020.0,24.0,Tidak,Ikut,3.31,Wiraswasta,Tinggi,2.0,Tidak,Tidak,Tidak
496.0,M DEPI SETIAWAN,S1 Farmasi | Reguler,L,Dekat,SMAN 1 CUKUH BALAK,2020.0,24.0,Tidak,Ikut,3.28,Wiraswasta,Tinggi,2.0,Tidak,Ya,Ya
497.0,DENDI MEIRINDO,S1 Farmasi | Reguler,L,Jauh,SMAN 1 GEDUNG MENENG,2020.0,24.0,Tidak,Ikut,3.68,Wiraswasta,Tinggi,2.0,Tidak,Ya,Tidak
498.0,SAHRIZAL RAMADHAN,S1 Farmasi | Reguler,L,Dekat,MAN 1 PRINGSEWU,2020.0,24.0,Tidak,Ikut,3.34,Wiraswasta,Tinggi,2.0,Tidak,Ya,Ya
499.0,INDAH YULISTIANI,S1 Farmasi | Reguler,P,Dekat,SMK WIDYA YAHYA GADINGREJO,2020.0,24.0,Tidak,Ikut,3.49,Wiraswasta,Tinggi,3.0,Tidak,Tidak,Tidak
500.0,SALSABILLA MEGA SAFIRA,S1 Farmasi | Reguler,P,Dekat,SMAN 1 BANYUMAS,2020.0,24.0,Tidak,Ikut,3.5,Wiraswasta,Sedang,1.0,Tidak,Ya,Tidak
501.0,WINDIYANTI,S1 Farmasi | Reguler,P,Dekat,SMA NEGERI 1 WAY TENONG,2020.0,24.0,Tidak,Ikut,3.16,Wiraswasta,Tinggi,3.0,Tidak,Ya,Tidak
502.0,DETALIA APRIANI,S1 Farmasi | Reguler,P,Dekat,SMA N 1 PARDASUKA,2020.0,24.0,Tidak,Ikut,3.43,Wiraswasta,Sedang,3.0,Tidak,Ya,Ya
503.0,TIARA VANESSA,S1 Farmasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020.0,24.0,Tidak,Ikut,3.58,Wiraswasta,Sedang,3.0,Tidak,Tidak,Ya
504.0,FERDIAN RIZKI RAHMADI,S1 Farmasi | Reguler,L,Dekat,SMK WIDYA YAHYA GADINGREJO,2020.0,24.0,Tidak,Ikut,3.06,Wiraswasta,Rendah,2.0,Tidak,Ya,Tidak
505.0,NURI AMANATUL JANAH,S1 Farmasi | Reguler,P,Jauh,SMA NEGERI 1 MUARADUA,2020.0,24.0,Tidak,Ikut,3.39,Petani,Sedang,3.0,Tidak,Tidak,Tidak
506.0,SELPIA UTAMI,S1 Farmasi | Reguler,P,Dekat,SMA N 1 KIBANG,2020.0,24.0,Tidak,Ikut,3.39,Wiraswasta,Rendah,3.0,Tidak,Tidak,Ya
507.0,RESITA SETIANINGRUM,S1 Farmasi | Reguler,P,Dekat,SMK BUMI NUSANTARA,2020.0,24.0,Tidak,Ikut,3.73,Wiraswasta,Rendah,4.0,Terima,Ya,Tidak
508.0,SITI HAFIDATUL KHOIRIYAH,S1 Farmasi | Reguler,P,Dekat,SMA N 1 KOTA AGUNG,2020.0,24.0,Tidak,Ikut,3.53,PNS,Tinggi,4.0,Tidak,Ya,Ya
509.0,RISKI NOVIA AMALIA,S1 Farmasi | Reguler,P,Jauh,SMK HAMPAR BAIDURI,2020.0,24.0,Tidak,Ikut,3.4,Pensiunan,Rendah,4.0,Tidak,Ya,Tidak
510.0,VINCI PUTRI UTAMI,S1 Farmasi | Reguler,P,Dekat,SMA NEGRI 1 AMBARAWA,2020.0,24.0,Tidak,Ikut,3.59,Petani,Sedang,2.0,Tidak,Tidak,Ya
511.0,PRENGKI SANJAYA,S1 Farmasi | Reguler,L,Jauh,MAN 3 PALEMBANG,2020.0,24.0,Tidak,Ikut,3.58,Wiraswasta,Sedang,3.0,Tidak,Ya,Ya
512.0,SINTIA FEBI LIANA,S1 Farmasi | Reguler,P,Jauh,SMAN 1 TUMUJAJAR,2020.0,24.0,Tidak,Ikut,3.07,Karyawan Swasta,Rendah,1.0,Tidak,Tidak,Tidak
513.0,SITI RODIATUN,S1 Farmasi | Reguler,P,Jauh,SMK NEGERI 2 METRO,2020.0,24.0,Tidak,Ikut,3.45,PNS,Tinggi,2.0,Tidak,Tidak,Tidak
514.0,AMELYA KURNIAWATI,S1 Farmasi | Reguler,P,Dekat,SMK AL QOLAM KOTA AGUNG,2020.0,23.0,Tidak,Ikut,3.46,Karyawan Swasta,Tinggi,2.0,Tidak,Tidak,Tidak
515.0,ADES DHANISA,S1 Farmasi | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2020.0,23.0,Tidak,Ikut,3.74,Wiraswasta,Tinggi,3.0,Tidak,Ya,Tidak
516.0,DESI ROHMAWATI,S1 Farmasi | Reguler,P,Dekat,SMAN 01 PARDASUKA,2019.0,23.0,Tidak,Ikut,3.39,Wiraswasta,Sedang,2.0,Tidak,Tidak,Ya
517.0,ANNISA ADELLA PUTRI,S1 Farmasi | Reguler,P,Dekat,SMA N 01 AIR NANINGAN,2020.0,23.0,Tidak,Ikut,3.22,Wiraswasta,Tinggi,2.0,Tidak,Ya,Ya
518.0,INKA ALIA FADILLA,S1 Farmasi | Reguler,P,Jauh,SMAN 1 SUKOHARJO,2020.0,23.0,Tidak,Ikut,3.13,Karyawan Swasta,Tinggi,2.0,Tidak,Ya,Tidak
519.0,DEWI SOFIATURROHMAH,S1 Farmasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020.0,23.0,Tidak,Ikut,3.22,Wiraswasta,Sedang,2.0,Tidak,Ya,Ya
520.0,FAJRINI FEBNIA PUTRI,S1 Farmasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020.0,23.0,Tidak,Ikut,3.3,Karyawan Swasta,Tinggi,2.0,Tidak,Ya,Tidak
521.0,ESTI INDAH LESTARI,S1 Farmasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020.0,23.0,Ikut,Ikut,3.91,Pedagang,Sedang,4.0,Terima,Tidak,Tidak
522.0,AYU PUTRIANA,S1 Farmasi | Reguler,P,Jauh,MAN 1 METRO,2020.0,23.0,Tidak,Ikut,3.22,Wiraswasta,Rendah,3.0,Tidak,Ya,Ya
523.0,EVA NURAINI,S1 Farmasi | Reguler,P,Dekat,SMK KH.GHALIB PRINGSEWU,2020.0,23.0,Tidak,Ikut,3.3,Wiraswasta,Rendah,3.0,Tidak,Tidak,Ya
524.0,CANTIKA AMALIA,S1 Farmasi | Reguler,P,Dekat,SMA MUHAMMADIYA 01 PRINGSEWU,2020.0,23.0,Tidak,Ikut,3.22,Wiraswasta,Tinggi,3.0,Tidak,Ya,Tidak
525.0,EVI FATMIASIH,S1 Farmasi | Reguler,P,Dekat,SMA NEGERI 1 ADILUWIH,2020.0,23.0,Tidak,Ikut,3.3,PNS,Tinggi,2.0,Tidak,Ya,Ya
526.0,DEVI SEPTIANI,S1 Farmasi | Reguler,P,Jauh,SMA N 1 WAY BUNGUR,2020.0,23.0,Tidak,Ikut,3.22,Wiraswasta,Sedang,2.0,Tidak,Tidak,Tidak
527.0,BELLA AZHARA,S1 Farmasi | Reguler,P,Jauh,MAN 3 PALEMBANG,2020.0,23.0,Tidak,Ikut,3.65,Wiraswasta,Sedang,4.0,Tidak,Tidak,Ya
528.0,PUTRI JAYANTI,S1 Farmasi | Reguler,P,Dekat,SMAN 1 TUMUJAJAR,2020.0,23.0,Tidak,Ikut,3.39,Petani,Rendah,2.0,Tidak,Ya,Ya
529.0,WINA LESTARI,S1 Farmasi | Reguler,P,Jauh,SMK NEGERI 2 METRO,2020.0,23.0,Tidak,Ikut,3.74,Wirausaha,Tinggi,1.0,Tidak,Ya,Ya
530.0,PUTRI FATIMAH ZUHRO,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMK AL QOLAM KOTA AGUNG,2020.0,23.0,Tidak,Ikut,3.3,Sudah Meninggal,Tinggi,2.0,Tidak,Ya,Tidak
531.0,ANDELIA NOVIKA SARI,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2020.0,23.0,Tidak,Ikut,3.04,Pensiunan,Sedang,2.0,Tidak,Tidak,Tidak
532.0,TIAR MARISA,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMAN 01 PARDASUKA,2020.0,23.0,Tidak,Ikut,2.93,Sudah Meninggal,Sedang,2.0,Tidak,Ya,Tidak
533.0,KHONITA NURHAYATI,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA N 01 AIR NANINGAN,2020.0,23.0,Tidak,Ikut,3.75,Petani,Rendah,3.0,Terima,Tidak,Tidak
534.0,YURSILA AMARA,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMAN 1 SUKOHARJO,2020.0,23.0,Tidak,Ikut,3.83,Wiraswasta,Sedang,3.0,Terima,Ya,Tidak
535.0,WINDA ENGGRANINGTIAS,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020.0,23.0,Tidak,Ikut,3.13,Petani,Tinggi,2.0,Tidak,Tidak,Tidak
536.0,NUR AMSIAH,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020.0,23.0,Tidak,Ikut,3.33,Wiraswasta,Sedang,2.0,Tidak,Tidak,Tidak
537.0,SEPTI MUTIARA,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK MUHAMMADIYAH 3 METRO,2020.0,23.0,Tidak,Ikut,3.22,Wiraswasta,Tinggi,2.0,Tidak,Tidak,Ya
538.0,YESI INDRIYANI,S1 Ilmu Komunikasi | Reguler,P,Jauh,MAN 1 METRO,2020.0,23.0,Tidak,Ikut,3.57,PNS,Tinggi,2.0,Tidak,Ya,Ya
539.0,YULI ISWATI,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMK KH.GHALIB PRINGSEWU,2020.0,23.0,Tidak,Ikut,3.3,Pensiunan,Sedang,2.0,Tidak,Tidak,Tidak
540.0,NURUL SALMA HIDAYAT,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA MUHAMMADIYA 01 PRINGSEWU,2020.0,23.0,Ikut,Ikut,2.9,Petani,Sedang,2.0,Tidak,Tidak,Ya
541.0,MEIKE DEVI TAMARA,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA NEGERI 1 ADILUWIH,2020.0,23.0,Tidak,Ikut,3.22,Wiraswasta,Tinggi,2.0,Tidak,Tidak,Ya
542.0,PUTRI WULAN SYADELLA,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMA N 1 TERBANGGI BESAR,2020.0,23.0,Ikut,Ikut,3.22,Karyawan Swasta,Tinggi,2.0,Tidak,Tidak,Ya
544.0,Rafe Pree,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMA N 1 ULU BELU,2020.0,21.0,Ikut,Ikut,3.4,Sales Associate,Sedang,1.0,Tidak,Tidak,Ya
545.0,Giraldo Ferrick,S1 Ilmu Komunikasi | Reguler,P,Jauh,Bekasi SMK Yatindo Bekasi,2018.0,20.0,Ikut,Tidak,3.14,Assistant Media Planner,Rendah,1.0,Tidak,Ya,Ya
546.0,Norah Fairlaw,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMAN 1 TALANGPADANG,2020.0,20.0,Tidak,Tidak,3.12,Nurse Practicioner,Rendah,1.0,Terima,Ya,Tidak
547.0,Cesare Baysting,S1 Ilmu Komunikasi | Reguler,P,Dekat,MAN 1 PRINGSEWU,2020.0,20.0,Ikut,Tidak,3.42,Structural Analysis Engineer,Tinggi,2.0,Terima,Ya,Ya
548.0,Dillie Rapper,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA Negeri 88 Bandung,2020.0,20.0,Tidak,Ikut,3.15,Food Chemist,Rendah,5.0,Tidak,Tidak,Ya
549.0,Theodor Brabon,S1 Ilmu Komunikasi | Reguler,P,Dekat,MAN 3 PALEMBANG,2019.0,21.0,Tidak,Ikut,3.4,VP Sales,Sedang,3.0,Tidak,Tidak,Ya
550.0,Jarid Burril,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMK Negeri 13 Bantargebang,2018.0,20.0,Ikut,Ikut,3.15,General Manager,Tinggi,1.0,Tidak,Ya,Tidak
551.0,Lucais Hun,S1 Ilmu Komunikasi | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2018.0,21.0,Tidak,Tidak,3.5,Environmental Specialist,Sedang,4.0,Terima,Ya,Tidak
552.0,Michael Kemmish,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2018.0,20.0,Tidak,Ikut,3.33,Nurse Practicioner,Tinggi,4.0,Terima,Ya,Tidak
553.0,Philip Ferencowicz,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2020.0,20.0,Ikut,Ikut,3.19,Web Developer IV,Sedang,4.0,Tidak,Ya,Tidak
554.0,Giralda Ownsworth,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2019.0,20.0,Ikut,Tidak,3.68,Civil Engineer,Rendah,2.0,Tidak,Tidak,Tidak
555.0,Xenia Orwin,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMA Negeri 372 Jakarta,2020.0,21.0,Ikut,Ikut,3.39,Civil Engineer,Rendah,1.0,Tidak,Tidak,Ya
556.0,Obediah Proppers,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA N 1 BANDAR MATARAM,2019.0,20.0,Ikut,Tidak,3.42,GIS Technical Architect,Rendah,3.0,Terima,Ya,Ya
557.0,Quinn Redmile,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2020.0,18.0,Ikut,Ikut,3.4,Social Worker,Sedang,5.0,Terima,Ya,Tidak
558.0,Dale Fossey,S1 Ilmu Komunikasi | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2019.0,20.0,Tidak,Ikut,3.85,VP Product Management,Rendah,4.0,Tidak,Tidak,Ya
559.0,Ivor Shillitoe,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA N 1 BANDAR MATARAM,2020.0,20.0,Ikut,Tidak,3.5,Quality Engineer,Sedang,3.0,Tidak,Tidak,Ya
560.0,Alistair Bulstrode,S1 Ilmu Komunikasi | Reguler,P,Jauh,MAN 3 PALEMBANG,2019.0,18.0,Ikut,Ikut,3.76,Legal Assistant,Rendah,3.0,Terima,Tidak,Ya
561.0,Gannon Jannex,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA N 1 PARDASUKA,2019.0,18.0,Tidak,Tidak,3.33,Executive Secretary,Tinggi,5.0,Tidak,Tidak,Ya
562.0,Judi Heustace,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMK Negeri 13 Bantargebang,2020.0,20.0,Ikut,Ikut,3.14,Staff Accountant II,Rendah,3.0,Tidak,Tidak,Ya
563.0,Kylen Pagden,S1 Ilmu Komunikasi | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2019.0,20.0,Tidak,Ikut,3.5,Legal Assistant,Sedang,5.0,Tidak,Ya,Tidak
564.0,Devora Turford,S1 Ilmu Komunikasi | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2020.0,18.0,Tidak,Ikut,3.68,Speech Pathologist,Rendah,3.0,Tidak,Tidak,Tidak
565.0,Editha Gaskal,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK Negeri 3 Bekasi,2019.0,21.0,Ikut,Ikut,3.0,Technical Writer,Sedang,2.0,Terima,Tidak,Ya
566.0,Clemmy Worthing,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMA Negeri 9 Bekasi,2018.0,20.0,Tidak,Tidak,3.33,Teacher,Sedang,4.0,Tidak,Tidak,Tidak
567.0,Frannie McCorkell,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA Negeri 7 Jakarta,2020.0,20.0,Tidak,Tidak,3.19,General Manager,Rendah,1.0,Tidak,Tidak,Tidak
568.0,Gertrud Elener,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMK Teratai Putih Bekasi,2018.0,18.0,Ikut,Tidak,3.0,Recruiting Manager,Sedang,3.0,Tidak,Ya,Ya
569.0,Ulrich Rackstraw,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMA Negeri 36 Malang,2018.0,20.0,Ikut,Ikut,3.11,Executive Secretary,Tinggi,4.0,Tidak,Ya,Tidak
570.0,Markos Santen,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMK Teratai Putih Bekasi,2019.0,21.0,Ikut,Ikut,3.18,Cost Accountant,Tinggi,4.0,Tidak,Ya,Tidak
571.0,Joycelin Jeaves,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMAN 15 BANDAR LAMPUNG,2020.0,21.0,Tidak,Tidak,3.5,Structural Analysis Engineer,Sedang,5.0,Terima,Tidak,Ya
572.0,Fanchette Bonefant,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMAN 1 SUKOHARJO,2018.0,21.0,Tidak,Ikut,3.4,Pharmacist,Rendah,4.0,Tidak,Tidak,Ya
573.0,Liliane Kondrachenko,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK Yapin,2019.0,18.0,Ikut,Tidak,3.19,Physical Therapy Assistant,Tinggi,1.0,Terima,Ya,Ya
574.0,Ranice Guitt,S1 Ilmu Komunikasi | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2018.0,21.0,Tidak,Ikut,3.14,Information Systems Manager,Tinggi,5.0,Tidak,Ya,Ya
575.0,Lacee Bartaletti,S1 Ilmu Komunikasi | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2019.0,18.0,Ikut,Tidak,3.68,Actuary,Rendah,2.0,Tidak,Ya,Tidak
576.0,Sherm Toffolini,S1 Ilmu Komunikasi | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2019.0,20.0,Tidak,Ikut,3.12,Internal Auditor,Tinggi,3.0,Tidak,Ya,Ya
577.0,Vaughn Lampens,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2018.0,20.0,Ikut,Tidak,3.76,Assistant Professor,Tinggi,3.0,Tidak,Ya,Tidak
578.0,Natty Harrowsmith,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMK Negeri 13 Bantargebang,2019.0,21.0,Ikut,Ikut,3.1,Account Executive,Rendah,2.0,Tidak,Ya,Tidak
579.0,Jethro Northbridge,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2020.0,20.0,Tidak,Ikut,3.12,Food Chemist,Tinggi,3.0,Tidak,Ya,Tidak
580.0,Sasha Buswell,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMK Yapin,2018.0,20.0,Tidak,Tidak,3.17,Geologist IV,Rendah,4.0,Terima,Ya,Ya
581.0,Charmion MacDearmid,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMK SMTI BANDAR LAMPUNG,2018.0,18.0,Ikut,Ikut,3.19,Accountant II,Tinggi,2.0,Tidak,Ya,Tidak
582.0,Shermy Ragborne,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMA Negeri 9 Bekasi,2018.0,18.0,Ikut,Ikut,3.17,Food Chemist,Rendah,4.0,Terima,Tidak,Ya
583.0,Clarie Dufton,S1 Ilmu Komunikasi | Reguler,P,Dekat,MAN 1 PRINGSEWU,2018.0,18.0,Tidak,Tidak,3.68,Editor,Tinggi,2.0,Tidak,Tidak,Ya
584.0,Llewellyn Brolly,S1 Ilmu Komunikasi | Reguler,P,Jauh,MAN 3 PALEMBANG,2019.0,21.0,Ikut,Ikut,3.33,Safety Technician III,Tinggi,2.0,Tidak,Ya,Ya
585.0,Mathilda Broscombe,S1 Ilmu Komunikasi | Reguler,L,Jauh,MAN 3 PALEMBANG,2018.0,20.0,Tidak,Tidak,3.1,Health Coach III,Sedang,3.0,Tidak,Ya,Ya
586.0,Nikki Wessell,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMK NEGERI 2 METRO,2019.0,20.0,Tidak,Tidak,3.11,Research Assistant III,Sedang,2.0,Tidak,Tidak,Tidak
587.0,Gillie Kernley,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2020.0,18.0,Tidak,Ikut,3.85,Data Coordinator,Sedang,2.0,Tidak,Tidak,Tidak
588.0,Brittani Ivanchenkov,S1 Ilmu Komunikasi | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2019.0,20.0,Tidak,Tidak,3.18,Project Manager,Rendah,1.0,Tidak,Tidak,Ya
589.0,Susanetta Harewood,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMAN 1 SUKOHARJO,2018.0,21.0,Ikut,Ikut,3.57,Community Outreach Specialist,Rendah,2.0,Tidak,Ya,Tidak
590.0,Devonna Briand,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMA Negeri 36 Malang,2020.0,21.0,Tidak,Ikut,3.57,Nurse Practicioner,Sedang,4.0,Tidak,Ya,Tidak
591.0,Karia Bosma,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2020.0,21.0,Ikut,Ikut,3.33,Senior Developer,Rendah,4.0,Terima,Ya,Tidak
592.0,Chet Bristowe,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMAN 1 BANYUMAS,2020.0,21.0,Tidak,Ikut,3.41,Assistant Media Planner,Sedang,3.0,Terima,Ya,Tidak
593.0,Stearn Brislen,S1 Ilmu Komunikasi | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2019.0,21.0,Tidak,Tidak,3.18,VP Sales,Tinggi,5.0,Terima,Ya,Tidak
594.0,Bev Goodby,S1 Ilmu Komunikasi | Reguler,L,Dekat,SMK Negeri 13 Bantargebang,2018.0,20.0,Tidak,Ikut,3.33,Marketing Assistant,Sedang,2.0,Tidak,Ya,Tidak
595.0,Maribel McWilliam,S1 Ilmu Komunikasi | Reguler,P,Jauh,SMA N 1 BANDAR MATARAM,2019.0,18.0,Tidak,Ikut,3.15,Marketing Manager,Tinggi,1.0,Tidak,Ya,Ya
596.0,Yovonnda Troyes,S1 Ilmu Komunikasi | Reguler,P,Dekat,SMA Negeri 36 Malang,2019.0,20.0,Ikut,Ikut,3.54,Structural Analysis Engineer,Tinggi,3.0,Tidak,Ya,Tidak
597.0,Stacey Yarrall,S1 Ilmu Komunikasi | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2018.0,21.0,Tidak,Tidak,3.57,Research Nurse,Sedang,2.0,Terima,Ya,Ya
598.0,Charin Frazer,S1 Ilmu Komunikasi | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2020.0,18.0,Ikut,Ikut,3.41,Assistant Manager,Rendah,5.0,Terima,Tidak,Ya
599.0,Dillon Quinby,S1 Keperawatan | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2019.0,18.0,Ikut,Ikut,3.33,Marketing Manager,Tinggi,2.0,Terima,Tidak,Tidak
600.0,Pollyanna Doles,S1 Keperawatan | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2020.0,21.0,Ikut,Ikut,3.33,VP Accounting,Sedang,5.0,Terima,Tidak,Tidak
601.0,Derry Battey,S1 Keperawatan | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2020.0,21.0,Ikut,Tidak,3.15,Web Designer IV,Sedang,2.0,Terima,Tidak,Ya
602.0,Ethyl Josiah,S1 Keperawatan | Reguler,L,Dekat,SMK Yapin,2019.0,18.0,Tidak,Tidak,3.68,Software Engineer IV,Sedang,1.0,Terima,Tidak,Tidak
603.0,Kala Quinn,S1 Keperawatan | Reguler,L,Dekat,SMA N 1 PARDASUKA,2018.0,18.0,Tidak,Tidak,3.11,Nuclear Power Engineer,Sedang,5.0,Tidak,Tidak,Ya
604.0,Jocelin Varley,S1 Keperawatan | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2018.0,21.0,Tidak,Tidak,3.39,Web Developer III,Sedang,4.0,Terima,Tidak,Ya
605.0,Lolly Klimashevich,S1 Keperawatan | Reguler,L,Dekat,SMK Negeri 13 Bantargebang,2019.0,20.0,Ikut,Tidak,3.16,Software Consultant,Rendah,3.0,Tidak,Ya,Ya
